seed_0,seed_1,timesteps
7.749071681807894,-12.817986136657995,150
-10.414328588151983,-1.5715235501735152,300
-6.652052823866123,-11.552309531322674,450
-5.324837983129532,-16.038468222722585,600
-16.301959852937976,-7.6573281849629335,750
-7.667553694132492,-9.362655800573776,900
-23.820829740475325,-41.530417358406716,1050
-8.425150058130452,-2.636882674645463,1200
-5.85009118450284,-20.93087993208044,1350
-20.583856117408644,-4.604295238825763,1500
-15.083382645702997,-7.510159839649077,1650
-6.029677572366442,10.159682257093394,1800
-14.271699597857795,-19.94538141596298,1950
-20.12069359674681,-2.3476615235455753,2100
-13.950472191934585,-19.717055877539146,2250
-7.814670536333279,-32.56680449387906,2400
-28.065651631994825,-15.05841134355675,2550
-0.10793942565185521,-21.417249053110815,2700
2.1565596289517193,-5.957746318932482,2850
-13.188364535372177,-0.6702114253068134,3000
-29.777342712209606,-14.709720907907588,3150
10.691670534194863,-13.595334726624653,3300
2.5265403469508976,-3.0554620881790786,3450
5.572055186476766,-1.2383989211726416,3600
-8.430145159828548,-11.636041857506568,3750
-12.341561911066467,-17.93744376403527,3900
-19.132621728151832,1.7729560177237769,4050
-3.4610508425880235,-28.614102529910422,4200
-22.970733233946802,2.2367490441920066,4350
-27.28213104620966,2.501891060859024,4500
-2.821984168788095,0.1987584739873761,4650
12.917299470351566,6.124449712844856,4800
12.841307989397071,-20.536037464290214,4950
-34.17769898211219,-20.437121887566,5100
8.609566465538778,-20.277295885928773,5250
-10.966334483080342,-0.06627798980279426,5400
-12.320273541400693,-6.354467793829087,5550
-10.122624228452652,-9.946822710170068,5700
-11.7666853735607,-17.82722780399481,5850
-3.2555412955794027,-6.248721308889389,6000
-7.142819603761688,-0.3835402790964437,6150
-12.257709278249559,0.3696755096040489,6300
-5.246750235509407,-8.56153924674665,6450
5.374156070319148,11.05620805699386,6600
-11.950156950487015,3.7302264782444143,6750
-29.10257688549094,-4.586396263263418,6900
-20.470106637279233,-11.211944143596712,7050
-21.54055031449885,-5.7886036508856415,7200
-27.149364131118922,-12.679554273593894,7350
-19.827559024954482,-1.7251533025724255,7500
-17.08158113449143,0.630637910492297,7650
-24.026880256080524,-18.058680000311472,7800
-0.2867527071873215,-9.932606685460485,7950
-12.791875025830771,7.718525460827374,8100
-16.720931040742343,-12.125193058022859,8250
7.501091098622772,-7.3799028030377,8400
-16.692680115411903,-5.452572173191679,8550
-7.3035507157691235,2.9000874867620263,8700
-4.633656865248344,-1.9851043174586047,8850
-14.901668771218034,-18.82489307020416,9000
-16.7573189597408,-15.206966389407494,9150
-47.629028743188464,7.594304810078206,9300
-17.357143180423385,-5.080175504243578,9450
-13.567346844375482,-6.177004040624442,9600
-28.65699803328524,-29.16349914588546,9750
-18.515427278039372,-15.092635934369584,9900
-18.750183686168246,-22.99464979043255,10050
-14.91911827642956,-11.816029997026963,10200
4.671012969452534,-4.747755787648815,10350
5.904459188363913,-11.488065356203862,10500
-1.3446354138327985,-7.846214540588156,10650
-13.004159966246315,-4.741462308858739,10800
-13.088134884716109,-26.161383958465553,10950
-15.559368890031655,-8.588487328101579,11100
0.21310192511649442,7.353787056342753,11250
-19.0429066577491,-3.495165455818122,11400
-17.91551148798688,-1.4946250172336313,11550
-19.59226676198608,-15.15795508764384,11700
-8.857923090185519,-22.87569593448076,11850
-41.31635880383854,-1.4466162710880681,12000
-9.88754997094359,-11.643827001070854,12150
-17.188050799080937,-4.764587783772573,12300
-16.763697863938916,1.2622248024202185,12450
-10.678922165197257,3.106986921476623,12600
-8.541642212876594,-1.9577048404414112,12750
-12.062678702926194,-13.371384123800151,12900
-12.774379246046735,-33.7318453816575,13050
-20.910140791122643,-1.133448907028458,13200
-31.72258564651673,7.151848008504406,13350
-12.702464116955573,7.134589091355035,13500
-14.645427847729918,2.8768047726041845,13650
-11.736020245733597,-24.999844084247233,13800
5.464437285112965,-27.331240778121778,13950
-8.129924395434736,-13.84408016892098,14100
-11.625058136725226,-6.155876707640998,14250
-8.687564637981659,7.1083286018088,14400
-17.019539865524422,-15.20802838612632,14550
4.275847878436438,-25.919829819207074,14700
-21.788745842209135,-5.0235223615085856,14850
-17.163076310073475,-14.822798627586575,15000
-38.94288530381978,-7.782219985273025,15150
-25.50119384603824,-18.583111436537337,15300
-35.23308096068306,-1.3720352640530307,15450
-6.263945520207798,-19.546939460921813,15600
-15.12935807863106,-25.183179174539973,15750
11.11147599931256,3.628350834967004,15900
-5.0502864459169245,-21.79343674180954,16050
17.879669212174857,-15.492862901989318,16200
-10.834554930852837,8.790149973756849,16350
-22.59592999130453,14.8070693040578,16500
-21.30448021144502,-11.797379378328435,16650
-22.67202588832256,3.9143988338384625,16800
-21.139834743205792,-24.784249261787018,16950
-22.331683871550855,-5.96455829224577,17100
6.916946664479216,-17.44384598707043,17250
-10.02176204404305,-6.205350843869852,17400
-7.385197894776574,7.298805813685836,17550
-12.29352540009957,-9.982419286157063,17700
-10.617355018628723,-9.488672854340564,17850
-8.907627880071926,-18.599927086615786,18000
-20.15036565198359,-13.744367313705961,18150
-12.212899420150517,-14.471517346088518,18300
2.5525336348550125,12.072738853749021,18450
-26.178683404520452,-3.7435962113868695,18600
-22.30651949527673,-5.941666847916789,18750
-46.083786948568445,-24.395580957789832,18900
-2.1249030564199476,-8.936661304828322,19050
-20.807025762607022,-25.666217936329815,19200
-35.699404021929666,-15.212833119290979,19350
-10.679443322135992,-25.312015680858625,19500
-8.263201544705588,12.246206991442973,19650
-11.567630016265056,-22.897322705699285,19800
-19.441169547162254,-17.146055501809528,19950
-28.660319260582497,-12.513303848770734,20100
-16.941959934269583,-15.495306516659609,20250
-32.784204919401795,-3.2180101594509107,20400
-17.55275113111787,-46.803582728612156,20550
-19.127099620573507,-5.626523318127672,20700
-2.3243776018010722,-6.891602980128131,20850
-10.20409563023389,3.453948557860141,21000
4.1165494336867035,14.342732562692666,21150
4.285906293720041,-8.909079529132672,21300
-11.235736198752937,4.762095925465898,21450
-22.94900144127924,-9.488137428797081,21600
-5.5853868890526925,-26.04343239564066,21750
6.447028810208519,-28.054848330273064,21900
-27.78583325469171,-8.474908925766853,22050
-5.611229269334236,-22.424853708292673,22200
11.955356701323254,-12.301675312985642,22350
0.15940450457729022,-9.52067864688915,22500
-25.35665455902359,-8.052243982866896,22650
-5.588650549267041,-14.82353828977462,22800
-32.257327386018574,1.4486382464748446,22950
-11.014065673389435,-9.378504497332846,23100
2.733413299207325,-14.629064097216526,23250
-0.22885253984325904,-7.444774461387126,23400
-8.50558623280029,-3.005024870277975,23550
-7.0284045015912655,-1.6977228455346267,23700
-12.343065911681473,-7.212657986553059,23850
9.599922931215332,-25.078307045308158,24000
-6.817861411169918,-6.963955283640343,24150
-20.731685570722092,4.116142065966699,24300
1.4478199176798832,-0.92805315622381,24450
5.516055858826752,-4.429429516677567,24600
-7.105185247009754,1.1152170324181183,24750
-23.428246521642816,-2.820356677341926,24900
8.550888156304254,9.119052837438778,25050
3.418067534310169,6.658138507523576,25200
-45.737711920466964,-25.837556425836617,25350
-19.010352166612996,-12.60290296361164,25500
-8.212402756691418,-9.463531866904749,25650
-31.844197057852536,-28.66381951658519,25800
9.679632453635513,-25.970147403175375,25950
-22.985537041575668,-22.36982431376705,26100
-23.177364670837438,-7.78026117218207,26250
-27.727465185620233,-23.85789475310949,26400
7.695182243761181,9.68947581303176,26550
-11.693320953902328,-9.116019229291108,26700
-9.270829747828733,-17.67431874551173,26850
-9.842331076461045,-19.89966180218935,27000
-18.19755616476208,-14.25680567888869,27150
-1.2959551513657765,-23.904694765111735,27300
6.785263782277762,-17.776842594891832,27450
-29.49896768936369,0.26542362193293156,27600
2.3553539443147526,-34.6092583524154,27750
-8.702587145511835,-10.608848059613312,27900
-11.234167608292026,-33.492875762935576,28050
-3.4536765956087256,-13.346257647563242,28200
9.462849049232574,3.1507484135289046,28350
21.128050795170832,-1.5930443524709108,28500
-12.77920531165496,6.647045931192985,28650
-31.81583091441562,2.909768230809887,28800
-2.7663247313046693,-15.929510752581592,28950
2.054568062138083,-23.273546532196942,29100
-9.91596549956563,-9.537192927120401,29250
-32.50567211926241,-17.121565588670414,29400
-32.442748876216875,6.519624112512615,29550
-14.926522009663914,-16.196878344708907,29700
-10.87658196589292,-14.192489721704007,29850
-23.340099920060624,-17.823438543917952,30000
0.36588812332844767,-0.9104664783770485,30150
-9.225604729071797,-32.82108067210916,30300
-5.847890269293786,1.2336377205714264,30450
6.606264961066233,-14.409364590669043,30600
-3.2697071909963826,-35.37497531939899,30750
-5.666717156655288,3.625909250325693,30900
6.406537261859327,12.68607912769181,31050
-0.9208414357537502,-10.435877288159094,31200
-22.91782955924988,-3.415036377714678,31350
-20.85804945914121,7.672210742895825,31500
-14.574472089561786,-9.789923617702756,31650
-15.512345800311063,-35.29547865221227,31800
-21.95105886934427,-14.534990699078973,31950
-1.5609597834478197,-7.455450089639882,32100
-21.725767384272306,-8.130376625992993,32250
-15.988780546940886,-27.486396807642805,32400
-28.17988264736312,-25.566019173979413,32550
-12.865481168155485,-1.8771522456719913,32700
-13.799611967509522,-10.679590457718506,32850
-6.850709500072871,-22.82307054195859,33000
-18.46352456530889,15.7772799909147,33150
7.721744177254286,-16.95517114581328,33300
-26.733734386799892,-13.644684859507949,33450
10.989268215263754,-9.922824530256374,33600
-7.026185627737778,-0.9837505484337103,33750
7.917939281632129,-5.655212276866873,33900
-19.675057716939374,9.266645325108367,34050
1.201411116375675,-12.04780163541588,34200
-26.632499316833577,-17.67378590342407,34350
-10.391565667991449,-12.970714301883572,34500
-6.927691300197837,-2.718845083986455,34650
-28.4490759871173,1.7645602081133056,34800
-9.37144713377497,-10.123708927499921,34950
0.4094855139824525,-9.222740213294793,35100
-9.973597596681918,-13.775316746418714,35250
-37.610640127107835,-9.13695269386225,35400
-1.3043259218965744,-0.23826680167930914,35550
-1.4271337410858227,5.96928056357345,35700
-17.768270319460427,4.245401580732899,35850
-15.450740514347725,-31.935498165354833,36000
-16.715099655089407,-16.639241528684497,36150
3.7680956597521154,-37.732458891634025,36300
-23.502491536720413,9.224117545566875,36450
-7.783787139181513,-18.10061529170609,36600
-35.47123225510026,-2.8136188400343958,36750
-10.92839252918093,3.293546147120697,36900
-12.642584561332455,3.2195439036378803,37050
-2.7183564858723117,-17.31872867515257,37200
-0.3134341429369092,-1.6605235908922165,37350
5.62259406689719,-18.300957947900564,37500
-16.531574911203908,5.995641765877679,37650
-10.639768231473786,9.785533855643623,37800
-12.226971093646707,10.643668991014911,37950
-15.619945925166087,-23.28035106097131,38100
1.243570990100181,-5.5154297452419225,38250
0.7727351037002588,3.4521099835964755,38400
-9.13344839806604,-17.47877419998002,38550
2.892855514787203,-1.5236314003396894,38700
-7.2964748985728525,-34.01309590789562,38850
7.141994087984099,-19.853692247397742,39000
-27.560711967375752,-12.091775239172946,39150
-21.217914223128385,-14.382502736604428,39300
-14.8824258012821,-20.12900908027701,39450
-24.338720547880875,-2.5035940795997202,39600
2.154172651800655,-13.307268283838116,39750
-14.754309634450147,-7.05190760182584,39900
-14.871955948341183,-6.443888235082096,40050
-18.74441127211243,12.182363427256478,40200
7.885897007496162,-15.284659718208621,40350
0.8464086725208229,-15.276134073767956,40500
-13.209459500564906,-24.057035461167718,40650
-10.261785813108716,-27.03407364688465,40800
-1.0470920936735595,10.080435572281974,40950
-3.435046474957139,-7.227221072821893,41100
-12.977870373497714,3.947247590022947,41250
-18.444687489794017,-5.400378262071141,41400
-3.356377498128299,-29.319593219817076,41550
-12.2288268424888,-20.362888476284066,41700
6.315509177686119,-13.477702208095522,41850
-28.17240126602416,2.5797773442720358,42000
-10.874335252843602,-16.011850127802493,42150
6.338054965566574,-33.03188530346097,42300
13.050300643474497,-9.41741344740406,42450
1.8164535225415563,-26.32388963491638,42600
-11.25744727606867,-21.193847137365218,42750
-16.210772019209102,-16.119212207261825,42900
-5.77958476428724,-2.8494581249968762,43050
-10.59752461957348,-11.617256459208638,43200
-10.070109922273344,-6.653859369856075,43350
-9.674942070789454,-22.475145913808575,43500
6.907747574717317,-5.769982174616284,43650
4.037909930433292,-7.794461142674626,43800
-17.36279380239333,-20.065221930198682,43950
-6.87765034010815,-30.540536152515713,44100
-11.609554443996469,1.142984239826902,44250
-7.008081421040113,-4.535659346114552,44400
-6.8042261827998995,-17.822381713653563,44550
2.1975126947664405,10.307385032417821,44700
1.0284838062065025,-7.009363558807893,44850
-24.87189876712185,-11.505869528977952,45000
-14.477845605040635,-12.233840181899863,45150
5.796607311004073,-36.11476707572637,45300
-16.964160927363288,-7.994877049615506,45450
-2.0066477158357383,-16.649523799409167,45600
-30.689016938907365,1.8064713734608162,45750
-21.874810263788763,-14.166966287771787,45900
20.13575123107007,-11.987690189473746,46050
-21.094771327926157,3.8792741412670626,46200
-12.291714407476364,-29.424173934676343,46350
-15.466511714401356,-16.161396595043954,46500
3.439870737513103,-31.44916794709986,46650
-7.3011409409492085,-13.252082780950541,46800
-26.298169603552378,-11.387656509265529,46950
-8.268127454768788,9.006867798190777,47100
-14.247918531101739,8.621561750477625,47250
-19.071298017234632,-19.215580266209123,47400
-8.960503570363302,-0.8908374500993052,47550
7.632280788686181,-27.48262607481021,47700
-13.941415800648635,-22.22218315619019,47850
-6.443250464338635,-21.912862796881523,48000
-21.615517621726934,-13.35900508909535,48150
4.464436963541768,-16.06558212485169,48300
8.15326390108297,-5.052299767959604,48450
-10.574651701937592,-18.497585306879397,48600
6.836717563297982,-2.350495968133949,48750
0.5867410340125843,-19.503742850482944,48900
-11.807701763177244,-18.616505372437164,49050
2.3867514463693897,-30.666704527447042,49200
-3.3759521026140247,-20.446675308772118,49350
-11.044127552801562,-18.82688965460444,49500
-43.1179209362089,-15.710664842384238,49650
0.9970616614746833,-5.722868936295884,49800
0.024757854341693974,8.90625066711221,49950
-3.8554281221418947,-14.881550869089324,50100
-22.979211060277684,-17.928917268939728,50250
-8.014084536927713,-5.147422046513194,50400
-14.947830749621703,-11.824084929009372,50550
19.28009322683502,-16.851766818741268,50700
-11.388898735372289,-22.168678787170208,50850
-8.036174817215983,-22.146000963410494,51000
-10.42181200169958,-32.34203872680364,51150
-3.149922220555987,-9.445236973783304,51300
-9.752999958939656,-25.79571525134953,51450
-10.490402616211698,-26.359295040578946,51600
-8.128697261860458,-5.07595956702319,51750
-25.08869973200552,1.2102750801437903,51900
-15.958540552177261,-9.234108536426426,52050
1.2148364756210766,-0.31258883989636677,52200
-6.434114201496837,-12.397593653871684,52350
-21.5007806791916,-22.60714299394237,52500
-23.12686835050411,22.73620222578866,52650
-12.931820755586358,-30.52152476352672,52800
8.769933256417922,-33.42351199066182,52950
-15.449461206646829,-11.493536467388767,53100
-12.535301492971909,8.551221663740826,53250
-12.303296587694739,-27.89544914415714,53400
-7.655616223522831,5.259651166251537,53550
-13.977341498690368,-10.21074552993897,53700
-1.5105411201495504,-16.142530567916328,53850
-15.360271360939157,-6.275778700043242,54000
-12.320522735892146,-9.145022944977443,54150
-9.880147104175155,-21.78625733705178,54300
10.175449453520798,-10.465821276230903,54450
-32.432973690883145,-6.99342308525289,54600
-0.5653244321612372,-8.680537769834256,54750
-24.09597777792876,-0.9267940677021668,54900
-3.419750745007838,-14.185087365190391,55050
-3.32395194344453,2.0790701951577786,55200
-11.331781069507622,-23.206401457611,55350
6.212753818565126,-6.18965307002679,55500
-32.05061995901098,-7.33473435509427,55650
-4.382936263822851,-8.773422395214657,55800
-12.523327966712365,-13.47581178010649,55950
-32.280666155391145,-8.020431374741078,56100
-2.1040494197406625,-25.121839043647903,56250
-20.030134899959997,-21.306402436889005,56400
-12.958148875140061,-10.838426566811163,56550
-23.187339017020953,2.538421813841633,56700
-1.3060188440217129,-18.680049485116566,56850
-18.500458429396225,-41.096113710220294,57000
-18.35207443558141,-20.834456525105807,57150
14.854030756142897,-1.414726852888639,57300
-7.742617123454734,-38.12050164359587,57450
-19.71828404094839,-12.613622910309262,57600
5.527231267421326,-23.64648242700915,57750
-4.4126984973390355,8.263063613406118,57900
-7.066649808574857,9.728219372943371,58050
12.008129491147274,8.380322422744149,58200
-2.387337623691515,-19.049451312895275,58350
-12.842709743672017,-26.801855497706338,58500
-3.4080603241764336,-6.1117448345790475,58650
-1.9519295259080327,-7.846085012373207,58800
-27.586194073441977,-23.582519427326393,58950
-17.221429442038122,-12.722082100498719,59100
-16.413393719039203,1.4960466836461574,59250
-27.895451395866516,-31.170807164524952,59400
-4.694500041026423,-19.685577468039952,59550
-5.980840931683768,12.4683032202794,59700
5.992521737894638,-24.755878010819284,59850
-6.136905249698323,-13.785920133164948,60000
-8.032891854922648,2.041937182931094,60150
-17.55764616388803,-12.261573271111374,60300
-15.292902605796334,4.171935184418997,60450
-36.3657633768474,-16.85446017797272,60600
-6.491483315841971,-22.94903454386343,60750
-37.44064053904389,-16.533063438017418,60900
-14.16775800093298,-6.719736377584441,61050
-8.975464434079136,8.244427919294987,61200
-19.845394710323678,-3.3271485199947874,61350
-12.851691998218845,1.948944575066799,61500
-30.3420720073471,-18.424828762510845,61650
-17.21840694576454,-15.712432813157927,61800
-7.253289072839109,-17.183498859543146,61950
-1.5273898499110143,-8.850686380899848,62100
4.691668222893268,17.192726830508004,62250
0.5809875749756745,-1.4951693091987859,62400
-14.660227962283857,-4.684789057490336,62550
-12.577621396633575,-8.673961281085266,62700
-25.81478640913744,4.125971588651604,62850
-11.568727182112708,-20.314978097716764,63000
-29.996131183503728,-4.9858829765431665,63150
-2.7950558499392293,-5.0710035807419525,63300
-4.12652702728985,-28.60683482733205,63450
-15.374497104926,-3.6669047582238683,63600
-0.6567114197346867,-12.653965321883177,63750
-6.239673913691,-20.888673076346844,63900
-7.341407521049653,6.240201806248586,64050
-6.606932563807401,-14.429582947280627,64200
-10.27221015807325,-4.607613152795328,64350
-27.55673595070185,-0.49380282880681925,64500
-17.281136222904273,-43.67322521565558,64650
6.804305647042156,-17.782159960657673,64800
-5.941818052201511,-3.5959978351000452,64950
-21.278226577790953,-9.901716956220307,65100
1.9192297479558893,-19.96909775266139,65250
2.8926894456422834,-2.7110592704454852,65400
-15.176946426081413,13.14131637799486,65550
-23.649254039691527,-11.44897577180724,65700
-10.949127083007127,-5.202316701324864,65850
-18.236843150475103,-10.852881752104766,66000
-4.752475690491706,-9.329546165177137,66150
-25.98378004999038,-7.7458704031737335,66300
-11.353623683213351,-13.721099240800989,66450
-35.1403737141322,-9.35353035876571,66600
5.259600238422884,3.7387343423867723,66750
-10.924105511516835,-32.646237554140555,66900
-4.86446292386559,-4.908901458112645,67050
8.300740940949355,-9.421185817040637,67200
-2.3179749158225116,-15.50928182370745,67350
-15.921821251674668,-3.428599419862749,67500
-18.000784934812643,10.640535604311967,67650
-15.37879185741363,-25.370081624232856,67800
-14.765892916634677,10.562832278941151,67950
-3.9248132426506754,-6.333204547218142,68100
-29.890368937750694,-3.4098374131194547,68250
-8.893366222266545,-19.151027054846825,68400
-19.711669376687247,-16.79039162239682,68550
-31.939614846089633,-4.694665837423452,68700
-28.185586969648217,-9.987359931685983,68850
-28.664349424036796,-2.896581945292317,69000
-4.192518227411821,15.613278321862628,69150
-19.945896356367605,-26.09878140639939,69300
-4.405210123626735,0.788672657730683,69450
-9.194712576543063,-27.972386271283046,69600
1.5109248629831198,-26.613864361569178,69750
-31.273899489996744,2.140735514452622,69900
-17.200353224621356,-4.700604222931972,70050
22.898210038614973,-2.874463050985697,70200
-15.609755315159628,-25.8149670368708,70350
-35.66959492574657,-1.0791124731340904,70500
7.437740266755146,-18.845413344290137,70650
-11.209244710454808,-10.582586794241115,70800
-19.589852477526147,-30.757916938273944,70950
-29.336690485406805,-1.6540725224662398,71100
-5.591499170361764,-3.689166768493529,71250
8.571345934191422,-29.606462442219637,71400
-3.480485268822546,-18.472113664874154,71550
-11.787099481201594,-15.763566197684497,71700
-7.381275816492514,-31.175735654076963,71850
-22.6680866375146,-28.058918637629418,72000
6.0772054243552605,-15.394559860469714,72150
-13.817425594779403,-31.062138106736,72300
2.078950408874939,-14.335763446628075,72450
-13.427074085071938,-6.6874864391417255,72600
-26.782929963581545,1.9798313697703878,72750
-23.483649864204434,0.32047604503615235,72900
-0.9403428895853931,-24.816668514492893,73050
-14.024241404682016,4.429132161841043,73200
-6.178153494418551,-1.326325820312336,73350
14.31487312430092,-15.209053808004304,73500
-3.637962233679609,-4.290971802105053,73650
-10.341357670685198,4.942500363067278,73800
5.775594821573055,-24.703344488542342,73950
1.2178918597558877,-14.130904964769298,74100
-9.881276865762354,-10.126989600632493,74250
-5.446665487103605,-17.15451328564101,74400
-20.05551585217978,5.032932063080034,74550
-8.59123982057196,-17.04875498228371,74700
-4.76020127290612,-1.1632562513909286,74850
-30.126769276679568,-12.293268003225682,75000
-22.532804770373428,-27.442839001138434,75150
-12.61422919109404,1.7060443042252034,75300
-7.098416598336131,-4.532843670393925,75450
-14.772470257365136,-6.305339091921979,75600
-11.963841470347939,-10.513507561366653,75750
-8.538090577680409,-20.034880804100837,75900
-28.16086680069128,-3.1508980850171744,76050
-14.454498956200574,11.734678107990652,76200
-32.020356980605264,-13.526449254004957,76350
-11.057102695778656,1.6522196319985771,76500
-13.356686909347506,-15.210228594375177,76650
-15.794938898355293,-19.888350021907645,76800
-16.244675210032113,-19.318354172527616,76950
-21.913595665855727,-8.737976615363907,77100
3.9561247643836093,-9.039851116688132,77250
-12.650607810909893,-5.318305677206372,77400
-8.11931511194636,-23.41638674366455,77550
-7.364915195406887,-3.3767366717443705,77700
-21.84618856135765,-29.96217233862093,77850
-20.784228762098184,13.564543205761982,78000
-7.662808525646307,-13.49927245212285,78150
-34.023935982916186,-18.129086496582403,78300
12.529852606979407,10.93015215197128,78450
-15.051750748008564,-4.220783286162579,78600
-20.13234592296173,6.190777949804027,78750
-23.64948750490145,-7.114644391450012,78900
-9.252877895564668,-14.961976976461688,79050
-9.944627994076905,7.660625890563981,79200
-22.23002853096322,0.1465653948251468,79350
-6.368025254255974,-12.850194991177197,79500
-5.825418965401126,-8.545496481667222,79650
-2.450621527313632,-2.6664625631611263,79800
-17.41007082604286,-13.384271046185388,79950
1.6293133483722853,-4.342121886295022,80100
-18.57548975126398,-26.15416283400433,80250
-18.739153027828642,-5.365425395805808,80400
-22.653315083609748,-15.272610796700777,80550
-10.838285484984056,-26.733168426702736,80700
-38.49474274338667,-18.84542026462944,80850
-2.121727465241456,-14.34478630525502,81000
-17.49822347981783,-12.012545559349274,81150
-16.052023526508343,0.9699730622581426,81300
-28.389027484049564,0.783451107184834,81450
5.3894354838174054,-6.792107370112604,81600
-10.144954469736426,2.9659753354863163,81750
-14.513280599473006,-27.313385587459454,81900
1.3639194626962783,-2.7056988276366836,82050
-4.938368913682816,-11.967252225465815,82200
-9.281253938172416,-31.718430095215908,82350
-13.111733947368437,-3.839039158320396,82500
-25.673216447108903,-14.0774776475789,82650
-0.9369967191662117,-26.563049504335012,82800
-22.969295895393003,-36.03740119156279,82950
-17.30694902906891,-1.4772072431628125,83100
-11.313584909353725,-19.897426994283776,83250
11.978384605662558,-0.05933535056250716,83400
-32.798940613241385,-18.430356598441417,83550
-10.216882682475209,-3.2233638007333694,83700
-4.253483220106227,6.942577791777184,83850
-19.310992688987312,-5.800754518801056,84000
-18.724526247204835,6.265751068567981,84150
-23.75998767222547,-5.095308097039787,84300
11.613488635422264,-14.791342353261136,84450
-15.473374066776955,-19.077690177171817,84600
-11.38050861829716,-31.50763909774823,84750
-18.708267450139783,-11.920272681326688,84900
-1.2514528143683818,-23.954857628393977,85050
-0.1693650390852346,-12.533106515952213,85200
-0.7042303234014315,-9.130557529055752,85350
-15.606489172474546,-7.886425530059307,85500
-10.948931043448447,-0.7629061236405061,85650
-7.58118167874316,-2.358902871210839,85800
11.824947421223547,25.512722646791264,85950
-4.3665016368782865,-13.48872572723362,86100
-25.123521419593153,-18.69269637096448,86250
-3.0381418128008626,3.426709923598749,86400
-21.68991565915868,-7.3993457242338385,86550
-6.343927467289768,-10.335005307877037,86700
-19.88315640021941,-14.937716425699747,86850
-19.51109595639755,-14.4372118811054,87000
-25.51510021552632,-32.411582403612854,87150
-17.269674338940618,-5.410810099153098,87300
-13.146457876435587,-20.515543078049795,87450
6.675450822932846,-10.203467191648016,87600
-14.067524617490733,-12.417287342900666,87750
0.08192721828255745,-14.759563671906113,87900
-13.082437078295484,-12.379510128808624,88050
-7.052954869448399,2.58253202563544,88200
-5.251575291510879,2.2908945596326644,88350
14.025170083003855,-26.753528746056034,88500
0.8390685031332776,6.054235277330093,88650
11.730995085163784,-7.873510182409596,88800
-11.790580758312917,-16.994784678155817,88950
-0.44602094730806074,7.338247199206409,89100
-52.49685763977964,-21.589407811720946,89250
-8.843698150962013,-15.815826877544522,89400
2.618523359127333,-8.76821681517542,89550
-6.72176367034913,4.742426106858873,89700
-27.427377793883707,2.000483868632069,89850
-5.349126263263612,-12.98681688383086,90000
-2.893920830407744,3.5135100725084034,90150
1.5028954954735703,-32.25603342304826,90300
-17.166599510482783,-4.112747135135077,90450
-5.707679165097647,-16.55996240593594,90600
-21.919613430940824,-16.194248597890038,90750
-23.822997977319556,-12.027796580926962,90900
-11.948789934044086,-22.994441657329492,91050
-13.881020874532059,-11.321844878147497,91200
-10.60620457101812,-22.40380148501071,91350
-10.613538129117138,-1.7165279791081134,91500
-22.571089216123518,-6.314168925836078,91650
-24.62558684933342,-14.353377175859363,91800
-12.386125803022848,-20.186762012720465,91950
-13.02194622415089,-3.5389421476004066,92100
-13.02319701842559,0.3366637084437909,92250
-19.594019613065488,-9.184915369235785,92400
-10.149208923881805,-18.716977067467656,92550
-9.116122825930422,-5.581079374240943,92700
-3.3991742779345557,-6.359046833686889,92850
-4.637633489728065,-21.881847109984907,93000
-7.5219595236624714,-15.747787305952105,93150
-11.892629714747489,3.2879346336712425,93300
-12.9730246033566,-13.315062798407592,93450
-7.912580093179022,-19.14619071260659,93600
-2.3006928903559913,-25.10651533238205,93750
-25.033133741391,-22.130375308918417,93900
-23.139496092128315,-24.710452237882595,94050
-18.246010537980702,-30.738252144348923,94200
-20.955065612443935,-17.962322823512377,94350
-27.670501475002975,-24.163384910015594,94500
0.10378949709549357,13.173719554850853,94650
2.0346240947970378,-9.36017624956111,94800
-15.180043189764215,-13.063849555720646,94950
-8.608805330969632,2.4118554568301542,95100
-13.348611802227753,-18.877046100917195,95250
-15.528995811472534,-9.916065390894849,95400
3.6508257004170863,-18.432430097437788,95550
-13.209772530803793,-12.62662318538187,95700
-32.44823432794255,-3.2699445738085315,95850
-9.705295038181786,-5.895166223887254,96000
-35.252759482367225,-16.139362860225717,96150
12.223208474791212,-4.448375809697573,96300
-10.940769599667425,-25.70560871815724,96450
-6.74049956970936,-4.023388615875362,96600
-26.343207618165327,4.820232995253553,96750
-12.23943458658444,-16.969174398579717,96900
-13.008025234207363,-13.04294797627372,97050
-6.091585395165969,-5.949804074126122,97200
-9.878905924769132,-27.751161399188828,97350
-12.246634759222566,-3.892629738446183,97500
-12.061902697056537,4.498723453980152,97650
-18.918100039134817,-17.804190493464628,97800
-11.014739954479863,4.503117376659757,97950
-9.0732685714115,-22.969700950997566,98100
-12.28352869040036,-14.498513467252504,98250
-11.606862336388991,-7.788800729911849,98400
-31.552921272754837,6.684746972100111,98550
-27.065868006759178,-0.05566307350001448,98700
-13.273351759730213,-36.64545683005675,98850
-34.26366990575914,-10.326530363065148,99000
-15.420596402623078,5.6903180302187994,99150
-14.8236780116251,-14.07901798625914,99300
-16.025941113993895,5.351663386011177,99450
-17.062683598183256,-27.975194663756707,99600
-26.298030860602807,4.438258801713564,99750
-23.62456522439463,-7.365884700138373,99900
